DT_DEBUT_MOIS,ID_REGN_ADMIN,CD_NATR_ACTE_JURDQ,NB_REQST
2023-12-01,"03","004",1158
2023-12-01,"04","004",506
2023-12-01,"05","004",651
2023-12-01,"06","004",2470
2023-12-01,"07","004",836
2023-12-01,"08","004",214
2023-12-01,"09","004",136
2023-12-01,"11","004",141
2023-12-01,"12","004",670
2023-12-01,"13","004",614
2023-12-01,"14","004",992
2023-12-01,"15","004",1595
2023-12-01,"16","004",2871
2023-12-01,"17","004",490
2024-01-01,"01","004",248
2024-01-01,"02","004",370
2024-01-01,"03","004",973
2024-01-01,"04","004",417
2024-01-01,"05","004",495
2024-01-01,"06","004",1994
2024-01-01,"07","004",701
2024-01-01,"08","004",168
2024-01-01,"09","004",92
2024-01-01,"11","004",106
2024-01-01,"12","004",561
2024-01-01,"13","004",504
2024-01-01,"14","004",799
2024-01-01,"15","004",1266
2024-01-01,"16","004",2429
2024-01-01,"17","004",362
2024-02-01,"01","004",248
2024-02-01,"02","004",445
2024-02-01,"03","004",1174
2024-02-01,"04","004",507
2024-02-01,"05","004",590
2024-02-01,"06","004",2218
2024-02-01,"07","004",739
2024-02-01,"08","004",234
2024-02-01,"09","004",97
2024-02-01,"11","004",111
2024-02-01,"12","004",708
2024-02-01,"13","004",602
2024-02-01,"14","004",984
2024-02-01,"15","004",1450
2024-02-01,"16","004",2594
2024-02-01,"17","004",425
2024-03-01,"01","004",227
2024-03-01,"02","004",504
2024-03-01,"03","004",1256
2024-03-01,"04","004",537
2024-03-01,"05","004",627
2024-03-01,"06","004",2337
2024-03-01,"07","004",838
2024-03-01,"08","004",201
2024-03-01,"09","004",113
2024-03-01,"11","004",103
2024-03-01,"12","004",729
2024-03-01,"13","004",649
2024-03-01,"14","004",1011
2024-03-01,"15","004",1594
2024-03-01,"16","004",2945
2024-03-01,"17","004",405
2024-04-01,"01","004",365
2024-04-01,"02","004",687
2024-04-01,"03","004",1729
2024-04-01,"04","004",683
2024-04-01,"05","004",816
2024-04-01,"06","004",3131
2024-04-01,"07","004",1085
2024-04-01,"08","004",290
2024-04-01,"09","004",132
2024-04-01,"11","004",156
2024-04-01,"12","004",955
2024-04-01,"13","004",874
2024-04-01,"14","004",1393
2024-04-01,"15","004",2182
2024-04-01,"16","004",3975
2024-04-01,"17","004",603
2024-05-01,"01","004",467
2024-05-01,"02","004",842
2024-05-01,"03","004",2459
2024-05-01,"04","004",790
2024-05-01,"05","004",1069
2024-05-01,"06","004",3897
2024-05-01,"07","004",1378
2024-05-01,"08","004",384
2024-05-01,"09","004",190
2024-05-01,"11","004",223
2024-05-01,"12","004",1353
2024-05-01,"13","004",1110
2024-05-01,"14","004",1904
2024-05-01,"15","004",2711
2024-05-01,"16","004",5344
2024-05-01,"17","004",754
